R1, R2, C1, C2
D2, D5, 4, 8F
D2, 24, 4, 90
DE, 35, 4, 91
88, 60, 4, 92
8, 49, 4, 93
E, 2E, 4, 94
9E, BE, 4, 95
BE, 9C, 4, 96
BF, EC, 4, 97
AA, 27, 4, 98
93, 1D, 4, 99
D3, 90, 4, 9A
D7, B3, 4, 9B
EA, 20, 4, 9C
88, 47, 4, 9D
9, F4, 4, 9E
5, 31, 4, 9F
9E, 96, 4, A0
BF, 3F, 4, A1
B2, B9, 4, A2
DC, 30, 4, A3
93, 72, 4, A4
D0, 6B, 4, A5
C9, 3E, 4, A6
6, 2F, 4, A7
88, 9E, 4, A8
F, 1F, 4, A9
30, 44, 4, AA
9E, EA, 4, AB
BF, 22, 4, AC
B1, 2, 4, AD
C6, 4D, 4, AE
93, 1B, 4, AF
D1, 46, 4, B0
C2, C5, 4, B1
52, 5A, 4, B2
88, 85, 4, B3
C, CA, 4, B4
2F, 4F, 4, B5
9E, FA, 4, B6
BF, F5, 4, B7
B4, 4F, 4, B8
E8, 46, 4, B9
93, 24, 4, BA
D1, E1, 4, BB
C4, 50, 4, BC
6E, 41, 4, BD
88, AC, 4, BE
D, B5, 4, BF
5A, 52, 4, C0
9E, 96, 4, C1
BC, 48, 4, C2
AA, 98, 4, C3
12, 53, 4, C4
93, D1, 4, C5
D6, 3C, 4, C6
F9, DF, 4, C7
BA, 4D, 4, C8
89, 7B, 4, C9
3, 20, 4, CA
51, 65, 4, CB
9E, AE, 4, CC
BC, B, 4, CD
A9, E5, 4, CE
4, 6C, 4, CF
93, C6, 4, D0
D7, 77, 4, D1
F3, 6A, 4, D2
D6, 7A, 4, D3
89, 3A, 4, D4
0, CB, 4, D5
4C, 68, 4, D6
9E, BA, 4, D7
BC, AE, 4, D8
AC, 2E, 4, D9
2E, 79, 4, DA
93, C7, 4, DB
D7, B2, 4, DC
F4, F1, 4, DD
E2, 67, 4, DE
89, 9, 4, DF
6, 76, 4, E0
7B, 73, 4, E1
9E, 9A, 4, E2
BD, 61, 4, E3
A3, 7B, 4, E4
50, 72, 4, E5
93, B0, 4, E6
D4, D, 4, E7
EE, 7C, 4, E8
3E, 6C, 4, E9
89, 28, 4, EA
7, E1, 4, EB
76, 86, 4, EC
9E, 6E, 4, ED
BD, F4, 4, EE
A1, 44, 4, EF
7A, 8F, 4, F0
93, 65, 4, F1
D5, A8, 4, F2
E3, B, 4, F3
4A, 99, 4, F4
89, 5F, 4, F5
4, 4C, 4, F6
6D, 89, 4, F7
9E, 76, 4, F8
BD, 47, 4, F9
A4, 11, 4, FA
6C, 98, 4, FB
93, 6A, 4, FC
D5, 43, 4, FD
E5, 96, 4, FE
66, 86, 4, FF
3B, 96, 5, 0
9A, 92, 5, 1
9E, 9A, 5, 2
B3, 81, 5, 3
DA, 9B, 5, 4
91, 91, 5, 5
91, 90, 5, 6
CB, ED, 5, 7
1F, 9C, 5, 8
BF, 8B, 5, 9
8F, 88, 5, A
3A, C1, 5, B
97, A7, 5, C
9E, AE, 5, D
B3, D4, 5, E
D8, 64, 5, F
BB, AC, 5, 10
91, 85, 5, 11
CA, 88, 5, 12
12, 2B, 5, 13
CB, BE, 5, 14
57, 0, 5, 15
39, 6C, 5, 16
8C, A8, 5, 17
9E, B6, 5, 18
B3, 67, 5, 19
DD, 31, 5, 1A
AD, BB, 5, 1B
91, 8A, 5, 1C
CA, 63, 5, 1D
14, B6, 5, 1E
E7, A1, 5, 1F
8F, 36, 5, 20
3F, 97, 5, 21
B9, BD, 5, 22
9E, 9A, 5, 23
B2, 9A, 5, 24
D2, FA, 5, 25
D7, B6, 5, 26
91, F3, 5, 27
C9, 3E, 5, 28
F, 3D, 5, 29
33, D4, 5, 2A
8F, 6D, 5, 2B
3E, 42, 5, 2C
B6, C6, 5, 2D
9E, EA, 5, 2E
B2, BD, 5, 2F
D7, C7, 5, 30
F9, CD, 5, 31
91, AC, 5, 32
C8, F9, 5, 33
1, C8, 5, 34
4F, DF, 5, 35
8F, 14, 5, 36
3D, 2D, 5, 37
A3, CB, 5, 38
9E, F6, 5, 39
B2, 0, 5, 3A
D5, 10, 5, 3B
E3, D8, 5, 3C
91, A9, 5, 3D
C8, 34, 5, 3E
4, 57, 5, 3F
9B, C3, 5, 40
8E, D3, 5, 41
33, 98, 5, 42
D8, DC, 5, 43
9E, 9E, 5, 44
B1, F3, 5, 45
CA, 5D, 5, 46
15, D7, 5, 47
91, 4E, 5, 48
CF, 4F, 5, 49
3E, E2, 5, 4A
B7, F4, 5, 4B
8E, D2, 5, 4C
32, 43, 5, 4D
D5, E1, 5, 4E
9E, AA, 5, 4F
B1, 66, 5, 50
CF, A6, 5, 51
3F, E2, 5, 52
91, 4F, 5, 53
CE, AA, 5, 54
31, 69, 5, 55
C3, F9, 5, 56
8E, B1, 5, 57
30, EE, 5, 58
C2, EA, 5, 59
9E, AA, 5, 5A
B1, 29, 5, 5B
CC, F3, 5, 5C
21, F9, 5, 5D
91, 48, 5, 5E
CE, 5, 5, 5F
2B, F4, 5, 60
1F, E2, 5, 61
8E, 70, 5, 62
37, 99, 5, 63
C7, 0, 5, 64
9E, 9E, 5, 65
B0, CC, 5, 66
C2, 3C, 5, 67
4B, F4, 5, 68
91, 2D, 5, 69
CD, A0, 5, 6A
2E, 83, 5, 6B
2B, 17, 5, 6C
8E, B7, 5, 6D
36, C4, 5, 6E
F4, 0, 5, 6F
9E, 76, 5, 70
B0, 8F, 5, 71
C7, 89, 5, 72
7D, 3, 5, 73
91, E2, 5, 74
CC, 5B, 5, 75
20, E, 5, 76
47, 18, 5, 77
8E, EE, 5, 78
34, 2F, 5, 79
E1, 15, 5, 7A
9E, 6A, 5, 7B
B0, F2, 5, 7C
C4, 52, 5, 7D
67, 1E, 5, 7E
91, EB, 5, 7F
C3, 16, 5, 80
5B, 95, 5, 81
93, E, 5, 82
8D, 15, 5, 83
2B, 9A, 5, 84
1E, 1E, 5, 85
9E, 9A, 5, 86
B7, 25, 5, 87
F9, 1F, 5, 88
89, 14, 5, 89
90, 34, 5, 8A
C3, 91, 5, 8B
5D, 20, 5, 8C
AF, 35, 5, 8D
8D, 1C, 5, 8E
2A, C5, 5, 8F
B, 23, 5, 90
9E, B6, 5, 91
B7, B8, 5, 92
FF, E8, 5, 93
B3, 21, 5, 94
90, 1, 5, 95
C2, 4C, 5, 96
50, AF, 5, 97
FB, 38, 5, 98
8D, 4B, 5, 99
28, 70, 5, 9A
0, 34, 5, 9B
9E, AE, 5, 9C
B7, DB, 5, 9D
FC, B5, 5, 9E
A5, 3E, 5, 9F
90, 76, 5, A0
C1, 27, 5, A1
4A, 3A, 5, A2
17, 2F, 5, A3
8D, AA, 5, A4
2F, 9B, 5, A5
3D, 39, 5, A6
9E, 9A, 5, A7
B6, 7E, 5, A8
F1, 7E, 5, A9
CF, 4B, 5, AA
90, 17, 5, AB
C1, 82, 5, AC
4D, C1, 5, AD
23, 52, 5, AE
8D, F9, 5, AF
2D, 46, 5, B0
2A, 42, 5, B1
9E, FA, 5, B2
B6, D1, 5, B3
F6, 4B, 5, B4
F1, 40, 5, B5
90, 20, 5, B6
C0, 3D, 5, B7
47, 4C, 5, B8
7F, 59, 5, B9
8D, B8, 5, BA
2C, 31, 5, BB
27, 57, 5, BC
9E, EE, 5, BD
B6, A4, 5, BE
F4, 94, 5, BF
1B, 5D, 5, C0
90, D5, 5, C1
C7, 78, 5, C2
7A, DB, 5, C3
8B, 4D, 5, C4
8C, 4F, 5, C5
23, 9C, 5, C6
5C, 58, 5, C7
9E, 96, 5, C8
B5, 17, 5, C9
E9, E1, 5, CA
D, 6A, 5, CB
90, FA, 5, CC
C7, B3, 5, CD
7C, 66, 5, CE
A7, 72, 5, CF
8C, 26, 5, D0
21, 47, 5, D1
49, 6D, 5, D2
9E, BA, 5, D3
B5, CA, 5, D4
EE, 2A, 5, D5
37, 67, 5, D6
90, C3, 5, D7
C6, EE, 5, D8
77, ED, 5, D9
F3, 67, 5, DA
8C, 1D, 5, DB
20, F2, 5, DC
46, 76, 5, DD
9E, AA, 5, DE
B5, 8D, 5, DF
E3, 77, 5, E0
59, 7C, 5, E1
90, BC, 5, E2
C5, 49, 5, E3
69, 78, 5, E4
F, 6C, 5, E5
8C, E4, 5, E6
27, 9D, 5, E7
73, 7B, 5, E8
9E, 96, 5, E9
B4, D0, 5, EA
E1, 40, 5, EB
43, 89, 5, EC
90, 59, 5, ED
C5, 64, 5, EE
6C, 7, 5, EF
5B, 91, 5, F0
8C, 43, 5, F1
25, C8, 5, F2
68, 8C, 5, F3
9E, 7E, 5, F4
B4, 23, 5, F5
E6, D, 5, F6
75, 86, 5, F7
90, 7E, 5, F8
C4, 1F, 5, F9
66, 92, 5, FA
77, 86, 5, FB
8C, 62, 5, FC
24, 33, 5, FD
65, 91, 5, FE
9E, 6A, 5, FF
1C, 97, 6, 0
9E, 9B, 6, 1
90, 9C, 6, 2
FC, A9, 6, 3
9E, 99, 6, 4
88, 83, 6, 5
84, 84, 6, 6
5C, 7D, 6, 7
94, 98, 6, 8
9A, 96, 6, 9
AC, F0, 6, A
1E, 60, 6, B
84, AE, 6, C
90, B9, 6, D
FC, 44, 6, E
9B, 26, 6, F
DC, BE, 6, 10
84, E3, 6, 11
5E, E8, 6, 12
8F, AF, 6, 13
9A, BE, 6, 14
AC, 3, 6, 15
19, 2D, 6, 16
B2, A1, 6, 17
90, 9E, 6, 18
FD, 3F, 6, 19
91, B3, 6, 1A
F0, A9, 6, 1B
84, C2, 6, 1C
5F, 13, 6, 1D
82, B2, 6, 1E
9A, AA, 6, 1F
AD, B6, 6, 20
14, F6, 6, 21
D8, B4, 6, 22
58, 0, 6, 23
FE, FA, 6, 24
8E, 38, 6, 25
4, A4, 6, 26
84, 21, 6, 27
59, BE, 6, 28
B5, B9, 6, 29
9A, EA, 6, 2A
AD, 99, 6, 2B
17, C3, 6, 2C
C6, CF, 6, 2D
90, 98, 6, 2E
FE, 35, 6, 2F
84, C5, 6, 30
58, DF, 6, 31
84, 0, 6, 32
5A, A9, 6, 33
A8, CC, 6, 34
9A, FE, 6, 35
AD, 7C, 6, 36
11, C, 6, 37
EC, C2, 6, 38
90, BD, 6, 39
FF, 70, 6, 3A
81, 52, 6, 3B
6C, CA, 6, 3C
84, 27, 6, 3D
5B, 14, 6, 3E
A3, D3, 6, 3F
9A, 96, 6, 40
AE, DF, 6, 41
C, 59, 6, 42
1A, D5, 6, 43
90, 52, 6, 44
F8, 8B, 6, 45
BF, DF, 6, 46
80, C4, 6, 47
85, FE, 6, 48
1D, 0, 6, 49
D6, E6, 6, 4A
9A, AA, 6, 4B
AE, 82, 6, 4C
F, A2, 6, 4D
0, E8, 6, 4E
90, 7B, 6, 4F
F9, E6, 6, 50
B4, 64, 6, 51
D4, F1, 6, 52
85, A5, 6, 53
56, 6A, 6, 54
C9, ED, 6, 55
9A, BA, 6, 56
AE, 55, 6, 57
A, EF, 6, 58
2E, E3, 6, 59
90, 44, 6, 5A
F9, 41, 6, 5B
B2, F1, 6, 5C
E8, EA, 6, 5D
85, 8C, 6, 5E
57, 15, 6, 5F
FC, F0, 6, 60
9A, 96, 6, 61
AF, E8, 6, 62
4, 38, 6, 63
54, F6, 6, 64
90, 31, 6, 65
FA, 9C, 6, 66
AF, 7E, 6, 67
3C, E7, 6, 68
85, 5B, 6, 69
51, 40, 6, 6A
F7, 7, 6, 6B
9A, 6E, 6, 6C
AF, 6B, 6, 6D
7, 85, 6, 6E
42, 9, 6, 6F
90, E6, 6, 70
FB, 17, 6, 71
A5, B, 6, 72
50, 10, 6, 73
85, DA, 6, 74
52, AB, 6, 75
EA, A, 6, 76
9A, 7A, 6, 77
AF, CE, 6, 78
2, 4E, 6, 79
68, 1C, 6, 7A
90, E7, 6, 7B
FB, D2, 6, 7C
A2, 90, 6, 7D
64, D, 6, 7E
85, E9, 6, 7F
4C, 16, 6, 80
1D, 11, 6, 81
9A, 9A, 6, 82
A8, 1, 6, 83
3D, 1B, 6, 84
96, 16, 6, 85
91, 10, 6, 86
F4, 6D, 6, 87
D8, 1D, 6, 88
B8, 5, 6, 89
86, 8, 6, 8A
4D, 41, 6, 8B
10, 24, 6, 8C
9A, AE, 6, 8D
A8, 54, 6, 8E
3F, E4, 6, 8F
BC, 2B, 6, 90
91, 5, 6, 91
F5, 8, 6, 92
D5, AA, 6, 93
CC, 30, 6, 94
86, 7F, 6, 95
4E, EC, 6, 96
B, 2B, 6, 97
9A, B6, 6, 98
A8, E7, 6, 99
3A, B1, 6, 9A
AA, 3C, 6, 9B
91, A, 6, 9C
F5, E3, 6, 9D
D3, 37, 6, 9E
E0, 2F, 6, 9F
86, B6, 6, A0
48, 17, 6, A1
3E, 3E, 6, A2
9A, 9A, 6, A3
A9, 1A, 6, A4
35, 7A, 6, A5
D0, 31, 6, A6
91, 73, 6, A7
F6, BE, 6, A8
C8, BC, 6, A9
34, 5A, 6, AA
86, ED, 6, AB
49, C2, 6, AC
31, 45, 6, AD
9A, EA, 6, AE
A9, 3D, 6, AF
30, 47, 6, B0
FE, 4A, 6, B1
91, 2C, 6, B2
F7, 79, 6, B3
C6, 49, 6, B4
48, 51, 6, B5
86, 94, 6, B6
4A, AD, 6, B7
24, 48, 6, B8
9A, F6, 6, B9
A9, 80, 6, BA
32, 90, 6, BB
E4, 5F, 6, BC
91, 29, 6, BD
F7, B4, 6, BE
C3, D6, 6, BF
9C, 4D, 6, C0
87, 53, 6, C1
44, 18, 6, C2
5F, 5F, 6, C3
9A, 9E, 6, C4
AA, 73, 6, C5
2D, DD, 6, C6
12, 50, 6, C7
91, CE, 6, C8
F0, CF, 6, C9
F9, 63, 6, CA
B0, 7A, 6, CB
87, 52, 6, CC
45, C3, 6, CD
52, 62, 6, CE
9A, AA, 6, CF
AA, E6, 6, D0
28, 26, 6, D1
38, 65, 6, D2
91, CF, 6, D3
F1, 2A, 6, D4
F6, E8, 6, D5
C4, 77, 6, D6
87, 31, 6, D7
47, 6E, 6, D8
45, 69, 6, D9
9A, AA, 6, DA
AA, A9, 6, DB
2B, 73, 6, DC
26, 7E, 6, DD
91, C8, 6, DE
F1, 85, 6, DF
EC, 75, 6, E0
18, 6C, 6, E1
87, F0, 6, E2
40, 19, 6, E3
78, 7C, 6, E4
9A, 9E, 6, E5
AB, 4C, 6, E6
25, BC, 6, E7
4C, 73, 6, E8
91, AD, 6, E9
F2, 20, 6, EA
E9, 2, 6, EB
2C, 99, 6, EC
87, 37, 6, ED
41, 44, 6, EE
73, 83, 6, EF
9A, 76, 6, F0
AB, F, 6, F1
20, 9, 6, F2
7A, 84, 6, F3
91, 62, 6, F4
F3, DB, 6, F5
E7, 8F, 6, F6
40, 96, 6, F7
87, 6E, 6, F8
43, AF, 6, F9
66, 96, 6, FA
9A, 6A, 6, FB
AB, 72, 6, FC
23, D2, 6, FD
60, 99, 6, FE
91, 6B, 6, FF
1D, 95, 7, 0
99, 8B, 7, 1
81, 90, 7, 2
7D, F9, 7, 3
99, 9D, 7, 4
9A, 9E, 7, 5
A5, AC, 7, 6
5C, 5C, 7, 7
8D, 90, 7, 8
93, 8D, 7, 9
ED, 0, 7, A
18, 22, 7, B
AD, BE, 7, C
81, 97, 7, D
7C, 64, 7, E
92, A2, 7, F
9A, B6, 7, 10
A5, 2F, 7, 11
59, 29, 7, 12
BB, A7, 7, 13
93, 82, 7, 14
EC, FB, 7, 15
16, AF, 7, 16
C1, B1, 7, 17
81, CE, 7, 18
7E, 8F, 7, 19
87, B7, 7, 1A
9A, AA, 7, 1B
A5, 52, 7, 1C
5A, F2, 7, 1D
A1, BA, 7, 1E
93, 8B, 7, 1F
EF, B6, 7, 20
D, 34, 7, 21
15, A4, 7, 22
81, 35, 7, 23
79, 3A, 7, 24
B8, BC, 7, 25
9A, 9A, 7, 26
A4, 85, 7, 27
57, BF, 7, 28
CF, B1, 7, 29
93, 94, 7, 2A
EF, 71, 7, 2B
B, C1, 7, 2C
29, DF, 7, 2D
81, 7C, 7, 2E
78, 25, 7, 2F
AD, C1, 7, 30
9A, F6, 7, 31
A4, 58, 7, 32
51, 8, 7, 33
F5, C4, 7, 34
93, A1, 7, 35
EE, AC, 7, 36
6, 4E, 7, 37
7D, D2, 7, 38
81, 2B, 7, 39
7A, 90, 7, 3A
A6, D6, 7, 3B
9A, EE, 7, 3C
A4, 3B, 7, 3D
52, 55, 7, 3E
E3, DB, 7, 3F
93, 56, 7, 40
E9, C7, 7, 41
3C, DB, 7, 42
91, C4, 7, 43
80, CA, 7, 44
75, 7B, 7, 45
DB, DB, 7, 46
9A, 9A, 7, 47
A7, 9E, 7, 48
4F, 9E, 7, 49
9, EE, 7, 4A
93, 77, 7, 4B
E9, 22, 7, 4C
3B, 60, 7, 4D
A5, F9, 7, 4E
80, D9, 7, 4F
77, E6, 7, 50
CC, E0, 7, 51
9A, BA, 7, 52
A7, 71, 7, 53
48, EB, 7, 54
37, E5, 7, 55
93, 40, 7, 56
E8, 9D, 7, 57
31, ED, 7, 58
F9, F2, 7, 59
80, 98, 7, 5A
76, 91, 7, 5B
C1, F5, 7, 5C
9A, AE, 7, 5D
A7, 4, 7, 5E
4A, 34, 7, 5F
5D, F8, 7, 60
93, 35, 7, 61
EB, D8, 7, 62
2C, 7A, 7, 63
D, E7, 7, 64
80, 6F, 7, 65
71, 3C, 7, 66
FA, FA, 7, 67
9A, 96, 7, 68
A6, B7, 7, 69
47, 81, 7, 6A
4B, F, 7, 6B
93, DA, 7, 6C
EB, D3, 7, 6D
2A, 7, 7, 6E
21, 18, 7, 6F
80, C6, 7, 70
73, 27, 7, 71
EF, F, 7, 72
9A, 7A, 7, 73
A6, AA, 7, 74
40, 4A, 7, 75
71, 2, 7, 76
93, E3, 7, 77
EA, 8E, 7, 78
21, 8C, 7, 79
75, D, 7, 7A
80, FD, 7, 7B
72, 92, 7, 7C
E0, 14, 7, 7D
9A, 6A, 7, 7E
A6, ED, 7, 7F
7D, 17, 7, 80
9F, 18, 7, 81
92, 1C, 7, 82
E5, 29, 7, 83
5F, 19, 7, 84
89, 5, 7, 85
83, 4, 7, 86
6D, FD, 7, 87
15, 19, 7, 88
9A, 96, 7, 89
A1, 70, 7, 8A
7F, E0, 7, 8B
85, 2D, 7, 8C
92, 39, 7, 8D
E5, C4, 7, 8E
5A, A6, 7, 8F
DD, 38, 7, 90
83, 63, 7, 91
6F, 68, 7, 92
E, 2E, 7, 93
9A, BE, 7, 94
A1, 83, 7, 95
78, AD, 7, 96
B3, 22, 7, 97
92, 1E, 7, 98
E4, BF, 7, 99
50, 33, 7, 9A
F1, 2F, 7, 9B
83, 42, 7, 9C
6E, 93, 7, 9D
3, 33, 7, 9E
9A, AA, 7, 9F
A0, 36, 7, A0
75, 76, 7, A1
D9, 37, 7, A2
92, 7F, 7, A3
E7, 7A, 7, A4
4F, B8, 7, A5
5, 22, 7, A6
83, A1, 7, A7
68, 3E, 7, A8
34, 38, 7, A9
9A, EA, 7, AA
A0, 19, 7, AB
76, 43, 7, AC
C7, 4C, 7, AD
92, 18, 7, AE
E7, B5, 7, AF
45, 45, 7, B0
59, 59, 7, B1
83, 80, 7, B2
6B, 29, 7, B3
29, 4D, 7, B4
9A, FE, 7, B5
A0, FC, 7, B6
70, 8C, 7, B7
ED, 41, 7, B8
92, 3D, 7, B9
E6, F0, 7, BA
40, D2, 7, BB
6D, 4C, 7, BC
83, A7, 7, BD
6A, 94, 7, BE
22, 52, 7, BF
9A, 96, 7, C0
A3, 5F, 7, C1
6D, D9, 7, C2
1B, 56, 7, C3
92, D2, 7, C4
E1, B, 7, C5
7E, 5F, 7, C6
81, 42, 7, C7
82, 7E, 7, C8
64, 7F, 7, C9
57, 67, 7, CA
9A, AA, 7, CB
A3, 2, 7, CC
6E, 22, 7, CD
1, 6B, 7, CE
92, FB, 7, CF
E0, 66, 7, D0
75, E4, 7, D1
D5, 77, 7, D2
82, 25, 7, D3
67, EA, 7, D4
48, 6C, 7, D5
9A, BA, 7, D6
A3, D5, 7, D7
6B, 6F, 7, D8
2F, 60, 7, D9
92, C4, 7, DA
E0, C1, 7, DB
73, 71, 7, DC
E9, 6C, 7, DD
82, C, 7, DE
66, 95, 7, DF
7D, 71, 7, E0
9A, 96, 7, E1
A2, 68, 7, E2
65, B8, 7, E3
55, 75, 7, E4
92, B1, 7, E5
E3, 1C, 7, E6
6E, FE, 7, E7
3D, 61, 7, E8
82, DB, 7, E9
60, C0, 7, EA
76, 86, 7, EB
9A, 6E, 7, EC
A2, EB, 7, ED
66, 5, 7, EE
43, 8A, 7, EF
92, 66, 7, F0
E2, 97, 7, F1
64, 8B, 7, F2
51, 96, 7, F3
82, 5A, 7, F4
63, 2B, 7, F5
6B, 8B, 7, F6
9A, 7A, 7, F7
A2, 4E, 7, F8
63, CE, 7, F9
69, 9F, 7, FA
92, 67, 7, FB
E2, 52, 7, FC
63, 10, 7, FD
65, 8B, 7, FE
82, 69, 7, FF
9E, 9E, 8, 0
96, 96, 8, 1
DE, 88, 8, 2
9E, 5B, 8, 3
96, 8A, 8, 4
8E, 91, 8, 5
1E, FC, 8, 6
9D, 19, 8, 7
BE, BE, 8, 8
BE, BB, 8, 9
9F, E1, 8, A
95, A9, 8, B
96, AE, 8, C
DE, CB, 8, D
9D, 26, 8, E
80, B5, 8, F
8E, 86, 8, 10
1F, B7, 8, 11
97, AC, 8, 12
D2, 89, 8, 13
BE, FA, 8, 14
9C, A, 8, 15
88, A4, 8, 16
96, BA, 8, 17
DE, 6E, 8, 18
98, ED, 8, 19
AA, A0, 8, 1A
8E, 87, 8, 1B
1F, 72, 8, 1C
90, 37, 8, 1D
E6, 94, 8, 1E
BE, C9, 8, 1F
9A, B7, 8, 20
BF, BF, 8, 21
96, 9A, 8, 22
DF, A1, 8, 23
97, B8, 8, 24
D4, AB, 8, 25
8E, F0, 8, 26
1C, CD, 8, 27
8A, BA, 8, 28
3A, 9F, 8, 29
BE, 68, 8, 2A
9B, A0, 8, 2B
B2, CA, 8, 2C
96, EE, 8, 2D
DF, B4, 8, 2E
95, 7, 8, 2F
FE, D6, 8, 30
8E, A5, 8, 31
1D, E8, 8, 32
87, 4D, 8, 33
4E, EA, 8, 34
BE, 1F, 8, 35
98, D, 8, 36
A9, C5, 8, 37
96, F6, 8, 38
DF, 7, 8, 39
90, 52, 8, 3A
E8, C1, 8, 3B
8E, AA, 8, 3C
1D, 3, 8, 3D
81, D0, 8, 3E
62, F5, 8, 3F
BF, D6, 8, 40
96, F6, 8, 41
DC, D0, 8, 42
96, 9A, 8, 43
DC, FA, 8, 44
8F, 99, 8, 45
12, CC, 8, 46
8E, 53, 8, 47
1A, 5E, 8, 48
BA, 5B, 8, 49
B6, C1, 8, 4A
BF, CD, 8, 4B
97, 63, 8, 4C
D3, EB, 8, 4D
96, AA, 8, 4E
DC, 9D, 8, 4F
8A, E4, 8, 50
3C, F7, 8, 51
8E, 4C, 8, 52
1B, D9, 8, 53
B4, EE, 8, 54
CA, CA, 8, 55
BF, B4, 8, 56
94, C, 8, 57
C6, E6, 8, 58
96, B6, 8, 59
DC, 20, 8, 5A
88, 33, 8, 5B
26, E2, 8, 5C
8E, 49, 8, 5D
1B, 14, 8, 5E
B1, 71, 8, 5F
1E, D7, 8, 60
BF, 73, 8, 61
92, B9, 8, 62
FD, F1, 8, 63
96, 9E, 8, 64
DD, D3, 8, 65
87, 7E, 8, 66
50, ED, 8, 67
8E, 2E, 8, 68
18, 6F, 8, 69
AB, 4, 8, 6A
32, 20, 8, 6B
BF, B2, 8, 6C
93, A2, 8, 6D
F0, C, 8, 6E
96, 6A, 8, 6F
DD, 86, 8, 70
82, 45, 8, 71
7A, 18, 8, 72
8E, EF, 8, 73
19, 4A, 8, 74
A4, 8F, 8, 75
46, 2D, 8, 76
BF, D1, 8, 77
91, F, 8, 78
E7, 7, 8, 79
96, 6A, 8, 7A
DD, C9, 8, 7B
81, 10, 8, 7C
64, 3, 8, 7D
8E, E8, 8, 7E
19, E5, 8, 7F
DE, 12, 8, 80
9A, 35, 8, 81
BC, 10, 8, 82
8E, 78, 8, 83
1A, 12, 8, 84
96, 9E, 8, 85
DA, 2C, 8, 86
BF, DF, 8, 87
8E, F, 8, 88
8F, D, 8, 89
16, 80, 8, 8A
DB, A5, 8, 8B
AE, 0, 8, 8C
BC, 17, 8, 8D
8F, E5, 8, 8E
11, 2D, 8, 8F
96, B6, 8, 90
DA, AF, 8, 91
BA, AA, 8, 92
B8, 38, 8, 93
8F, 2, 8, 94
17, 7B, 8, 95
D5, 28, 8, 96
C2, F, 8, 97
BC, 4E, 8, 98
8D, E, 8, 99
4, 38, 8, 9A
96, AA, 8, 9B
DA, D2, 8, 9C
B9, 71, 8, 9D
A2, 25, 8, 9E
8F, B, 8, 9F
14, 36, 8, A0
CE, B3, 8, A1
16, 1A, 8, A2
BC, B5, 8, A3
8A, BB, 8, A4
3B, 33, 8, A5
96, 9A, 8, A6
DB, 5, 8, A7
B4, 3C, 8, A8
CC, 2E, 8, A9
8F, 14, 8, AA
14, F1, 8, AB
C8, 46, 8, AC
2A, 61, 8, AD
BC, FC, 8, AE
8B, A4, 8, AF
2E, 4E, 8, B0
96, F6, 8, B1
DB, D8, 8, B2
B2, 8B, 8, B3
F6, 5B, 8, B4
8F, 21, 8, B5
15, 2C, 8, B6
C5, C9, 8, B7
7E, 6C, 8, B8
BC, AB, 8, B9
89, 11, 8, BA
25, 59, 8, BB
96, EE, 8, BC
DB, BB, 8, BD
B1, D6, 8, BE
E0, 44, 8, BF
8F, D6, 8, C0
12, 47, 8, C1
FF, 5C, 8, C2
92, 7A, 8, C3
BD, 4A, 8, C4
86, FA, 8, C5
58, 54, 8, C6
96, 9A, 8, C7
D8, 1E, 8, C8
AC, 1D, 8, C9
A, 71, 8, CA
8F, F7, 8, CB
12, A2, 8, CC
F8, E7, 8, CD
A6, 47, 8, CE
BD, 59, 8, CF
84, 67, 8, D0
4F, 6F, 8, D1
96, BA, 8, D2
D8, F1, 8, D3
AB, 68, 8, D4
34, 7A, 8, D5
8F, C0, 8, D6
13, 1D, 8, D7
F2, 6A, 8, D8
FA, 4C, 8, D9
BD, 18, 8, DA
85, 10, 8, DB
42, 7A, 8, DC
96, AE, 8, DD
D8, 84, 8, DE
A9, B7, 8, DF
5E, 67, 8, E0
8F, B5, 8, E1
10, 58, 8, E2
EF, FD, 8, E3
E, 59, 8, E4
BD, EF, 8, E5
82, BD, 8, E6
79, 75, 8, E7
96, 96, 8, E8
D9, 37, 8, E9
A4, 2, 8, EA
48, 90, 8, EB
8F, 5A, 8, EC
10, 53, 8, ED
E9, 80, 8, EE
22, A6, 8, EF
BD, 46, 8, F0
80, A6, 8, F1
6C, 80, 8, F2
96, 7A, 8, F3
D9, 2A, 8, F4
A3, C9, 8, F5
72, 9D, 8, F6
8F, 63, 8, F7
11, E, 8, F8
E2, B, 8, F9
76, B3, 8, FA
BD, 7D, 8, FB
81, 13, 8, FC
63, 9B, 8, FD
96, 6A, 8, FE
D9, 6D, 8, FF
9F, 84, 9, 0
8D, 95, 9, 1
F, B8, 9, 2
1E, 1D, 9, 3
8F, BE, 9, 4
BB, 8F, 9, 5
BF, 5D, 9, 6
98, 94, 9, 7
96, 96, 9, 8
D7, D7, 9, 9
DD, 22, 9, A
89, B3, 9, B
8D, BA, 9, C
F, 73, 9, D
18, A0, 9, E
A3, 81, 9, F
BB, E6, 9, 10
BD, 86, 9, 11
8D, A1, 9, 12
96, BA, 9, 13
D7, A, 9, 14
DA, E9, 9, 15
B3, BE, 9, 16
8D, 83, 9, 17
E, 2E, 9, 18
13, 2B, 9, 19
F7, 94, 9, 1A
BB, DD, 9, 1B
BC, 33, 9, 1C
82, BA, 9, 1D
